review_id,txt_minilm_p
R00001,0.46250310094789027
R00002,0.9854763609408572
R00003,0.3887052751316372
R00004,0.515337574046191
R00005,0.4420029787423655
R00006,0.24357423646260093
R00007,0.3155983525432618
R00008,0.9064492734169739
R00009,0.8383583242939586
R00010,0.8139421037062969
R00011,0.8724847765339135
R00012,0.938332733191786
R00013,0.9698618845344342
R00014,0.3988185430093587
R00015,0.31240868116977
R00016,0.20264416736732632
R00017,0.23838350151956902
R00018,0.9010860267245002
R00019,0.3881366488239773
R00020,0.32478658927592624
R00021,0.9821653435512291
R00022,0.3343710057917314
R00023,0.2234230637699715
R00024,0.9915923295110051
R00025,0.39162569765510197
R00026,0.3523382703057039
R00027,0.43070311581203324
R00028,0.9929710931334893
R00029,0.9903149020768267
R00030,0.16963077457352424
R00031,0.09930596539204811
R00032,0.27045486402356184
R00033,0.2972710329531294
R00034,0.10221258827817704
R00035,0.9639530065953257
R00036,0.798253542999878
R00037,0.5894573157349847
R00038,0.9167984541859528
R00039,0.33728002690372216
R00040,0.30790743801800946
R00041,0.3542161129647891
R00042,0.19321130164275474
R00043,0.4085501868856453
R00044,0.9398661282179693
R00045,0.22188297400450757
R00046,0.2839374915175645
R00047,0.23101421815083462
R00048,0.9635247097302131
R00049,0.9513270155863578
R00050,0.6933307039823217
R00051,0.18366152877136052
R00052,0.9223920778434426
R00053,0.1430833372771893
R00054,0.28453727390022837
R00055,0.19528343956593597
R00056,0.9089595811008379
R00057,0.4561809818369475
R00058,0.35579176952776975
R00059,0.5776888797746434
R00060,0.5864299647935052
R00061,0.9924224609797511
R00062,0.9857154079004742
R00063,0.18761116066856154
R00064,0.8672473603591082
R00065,0.9768833026550549
R00066,0.9768269895739847
R00067,0.16489864783424574
R00068,0.8905664956494189
R00069,0.24786998791525214
R00070,0.2042399666550958
R00071,0.5289637885088735
R00072,0.3394570720606146
R00073,0.9860247923674226
R00074,0.9567680969996889
R00075,0.663434321192254
R00076,0.33206569537587877
R00077,0.3117954570314847
R00078,0.9843735628205421
R00079,0.19183976894135304
R00080,0.3987799580749991
R00081,0.27363883539084183
R00082,0.32841241874358645
R00083,0.8801178601157708
R00084,0.9899056836466336
R00085,0.2713706479775429
R00086,0.48865001297156285
R00087,0.8105455141394367
R00088,0.4154432168827596
R00089,0.246571284308554
R00090,0.23347214412938158
R00091,0.21736953855320462
R00092,0.16186784516768968
R00093,0.18437478596165344
R00094,0.17393780910649242
R00095,0.989982711557793
R00096,0.3793613621395783
R00097,0.35231446994692106
R00098,0.19221774496053354
R00099,0.9127898725431041
R00100,0.9221609032044156
R00101,0.8645841718159896
R00102,0.8296021501344918
R00103,0.25559578256242305
R00104,0.35921685690771266
R00105,0.29894115595222254
R00106,0.9566315119383925
R00107,0.9454764255188879
R00108,0.4166460122178753
R00109,0.5396812912436685
R00110,0.9896744649260487
R00111,0.35978297754049315
R00112,0.2509054845886629
R00113,0.04882743326872734
